,number_of_siblings,direct_admission,CCA,learning_style,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport
2219,1,Yes,None,Visual,Male,Yes,94.0,17.0,4.0,15.0,8.0,99.0,23:00,7:00,walk
2220,1,Yes,None,Auditory,Female,No,49.0,12.0,18.0,15.0,6.0,98.0,22:30,6:30,private transport
2221,0,No,Arts,Auditory,Female,Yes,98.0,8.0,13.0,15.0,6.0,95.0,23:00,7:00,walk
2222,1,No,Sports,Visual,Female,No,57.0,17.0,9.0,16.0,14.0,97.0,22:00,6:00,private transport
2223,2,No,Clubs,Auditory,Male,Yes,71.0,14.0,5.0,15.0,17.0,95.0,21:00,5:00,public transport
2224,2,No,None,Auditory,Male,Yes,74.0,11.0,10.0,16.0,7.0,92.0,22:30,6:30,private transport
2225,0,Yes,Arts,Auditory,Male,Yes,72.0,12.0,3.0,15.0,9.0,99.0,22:00,6:00,private transport
2226,1,No,Sports,Visual,Male,No,52.0,30.0,0.0,16.0,20.0,96.0,22:00,6:00,private transport
2227,0,No,Arts,Visual,Female,Yes,65.0,22.0,0.0,16.0,15.0,96.0,22:00,6:00,private transport
2228,1,No,Sports,Visual,Male,Yes,67.0,23.0,5.0,16.0,13.0,98.0,22:30,6:30,private transport
2229,2,No,Arts,Auditory,Male,Yes,54.0,20.0,2.0,15.0,19.0,93.0,22:00,6:00,private transport
2230,2,Yes,Clubs,Visual,Female,No,84.0,1.0,13.0,16.0,9.0,98.0,23:00,7:00,walk
2231,0,No,None,Auditory,Male,Yes,62.0,17.0,4.0,15.0,7.0,94.0,21:30,5:30,public transport
2232,1,No,Arts,Visual,Male,No,43.0,16.0,14.0,16.0,14.0,98.0,22:30,6:30,private transport
2233,0,No,None,Visual,Male,Yes,90.0,22.0,1.0,16.0,7.0,98.0,22:00,6:00,private transport
2234,0,No,Arts,Auditory,Male,No,63.0,11.0,10.0,16.0,7.0,90.0,23:00,7:00,walk
2235,0,Yes,Arts,Visual,Male,No,88.0,11.0,5.0,15.0,8.0,95.0,21:30,5:30,public transport
2236,2,No,Arts,Auditory,Male,No,59.0,20.0,0.0,16.0,18.0,98.0,21:00,5:00,public transport
2237,0,No,None,Visual,Female,No,93.0,8.0,10.0,16.0,9.0,99.0,21:00,5:00,public transport
2238,2,No,Sports,Auditory,Female,Yes,72.0,10.0,9.0,15.0,12.0,91.0,21:30,5:30,public transport
2239,2,No,Sports,Auditory,Female,No,62.0,6.0,14.0,16.0,19.0,100.0,22:00,6:00,private transport
2240,0,No,Sports,Visual,Male,No,77.0,18.0,9.0,16.0,6.0,97.0,21:00,5:00,public transport
2241,2,No,Arts,Visual,Male,No,43.0,11.0,13.0,16.0,12.0,96.0,21:00,5:00,public transport
2242,1,No,None,Visual,Female,Yes,61.0,9.0,19.0,15.0,13.0,95.0,21:30,5:30,public transport
2243,1,No,Clubs,Auditory,Female,No,62.0,19.0,8.0,16.0,11.0,98.0,23:00,7:00,walk
2244,0,Yes,Clubs,Visual,Female,Yes,81.0,4.0,12.0,15.0,8.0,97.0,22:00,6:00,private transport
2245,1,No,None,Visual,Male,Yes,71.0,18.0,6.0,15.0,16.0,98.0,21:00,5:00,public transport
2246,0,Yes,None,Visual,Female,No,69.0,12.0,4.0,16.0,9.0,99.0,21:00,5:00,public transport
2247,0,Yes,Sports,Auditory,Male,Yes,73.0,13.0,2.0,15.0,18.0,94.0,23:00,7:00,walk
2248,1,Yes,Arts,Visual,Female,No,49.0,8.0,22.0,15.0,14.0,92.0,21:00,5:00,public transport
2249,0,Yes,None,Auditory,Female,No,67.0,14.0,2.0,16.0,16.0,96.0,21:00,5:00,public transport
2250,1,No,Clubs,Auditory,Male,No,54.0,12.0,17.0,16.0,6.0,96.0,21:30,5:30,public transport
2251,1,Yes,None,Auditory,Female,Yes,86.0,3.0,14.0,15.0,6.0,96.0,22:00,6:00,private transport
2252,1,No,Clubs,Visual,Female,Yes,76.0,0.0,25.0,15.0,7.0,99.0,21:30,5:30,public transport
2253,2,No,None,Auditory,Male,Yes,61.0,17.0,3.0,16.0,15.0,97.0,21:30,5:30,public transport
2254,0,No,None,Auditory,Male,Yes,96.0,14.0,11.0,16.0,9.0,96.0,21:00,5:00,public transport
2255,2,No,Clubs,Visual,Male,No,74.0,21.0,2.0,15.0,6.0,97.0,22:30,6:30,private transport
2256,0,No,Arts,Auditory,Male,Yes,67.0,14.0,7.0,15.0,20.0,94.0,23:00,7:00,walk
2257,1,No,Sports,Auditory,Female,No,52.0,6.0,23.0,16.0,6.0,97.0,23:00,7:00,walk
2258,0,No,None,Visual,Male,Yes,91.0,12.0,11.0,16.0,7.0,97.0,22:30,6:30,private transport
2259,2,No,Sports,Auditory,Female,Yes,72.0,16.0,3.0,15.0,19.0,91.0,21:30,5:30,public transport
2260,1,No,Clubs,Auditory,Female,No,50.0,21.0,8.0,15.0,13.0,96.0,21:30,5:30,public transport
2261,0,No,Arts,Auditory,Male,No,68.0,12.0,15.0,16.0,13.0,96.0,22:00,6:00,private transport
2262,1,Yes,Arts,Visual,Female,No,80.0,15.0,7.0,15.0,6.0,98.0,22:00,6:00,private transport
2263,0,No,Arts,Visual,Male,Yes,78.0,17.0,4.0,15.0,7.0,98.0,23:00,7:00,walk
2264,1,No,Sports,Auditory,Male,No,51.0,20.0,10.0,16.0,7.0,91.0,22:00,6:00,private transport
2265,2,No,None,Visual,Male,No,80.0,13.0,6.0,16.0,7.0,93.0,21:30,5:30,public transport
2266,0,No,Clubs,Auditory,Female,Yes,54.0,20.0,1.0,16.0,8.0,94.0,23:00,7:00,walk
2267,1,Yes,Arts,Auditory,Male,No,45.0,17.0,7.0,16.0,5.0,100.0,21:30,5:30,public transport
2268,0,No,None,Auditory,Female,No,95.0,8.0,17.0,16.0,8.0,97.0,22:00,6:00,private transport
2269,0,No,Sports,Auditory,Female,No,64.0,11.0,16.0,16.0,8.0,98.0,21:30,5:30,public transport
2270,2,Yes,Arts,Visual,Female,No,73.0,12.0,8.0,16.0,14.0,94.0,21:30,5:30,public transport
2271,1,No,Arts,Auditory,Male,Yes,55.0,12.0,12.0,15.0,10.0,97.0,22:00,6:00,private transport
2272,0,Yes,Arts,Auditory,Female,Yes,73.0,9.0,6.0,16.0,7.0,98.0,22:00,6:00,private transport
2273,0,No,None,Visual,Male,No,93.0,14.0,5.0,16.0,5.0,91.0,22:30,6:30,private transport
2274,2,Yes,Arts,Auditory,Female,Yes,49.0,22.0,1.0,15.0,7.0,60.0,23:30,5:30,public transport
2275,1,Yes,Sports,Auditory,Female,No,49.0,3.0,27.0,16.0,10.0,83.0,21:00,5:00,public transport
2276,1,No,Arts,Auditory,Male,Yes,52.0,28.0,2.0,15.0,7.0,91.0,23:00,7:00,walk
2277,1,No,Clubs,Visual,Female,No,58.0,1.0,25.0,15.0,17.0,91.0,22:30,6:30,private transport
2278,0,Yes,None,Visual,Male,Yes,79.0,11.0,6.0,16.0,10.0,91.0,21:30,5:30,public transport
2279,2,No,Sports,Auditory,Male,Yes,51.0,16.0,2.0,15.0,6.0,99.0,21:00,5:00,public transport
2280,2,Yes,None,Visual,Male,No,71.0,15.0,5.0,15.0,17.0,99.0,23:00,7:00,walk
2281,1,No,Clubs,Visual,Female,Yes,60.0,5.0,23.0,15.0,10.0,100.0,21:00,5:00,public transport
2282,1,Yes,None,Visual,Female,No,87.0,0.0,17.0,15.0,10.0,94.0,23:00,7:00,walk
2283,0,No,Clubs,Auditory,Male,Yes,93.0,16.0,9.0,16.0,6.0,97.0,22:30,6:30,private transport
2284,2,No,Sports,Visual,Female,No,79.0,2.0,15.0,16.0,9.0,98.0,22:30,6:30,private transport
2285,0,No,Arts,Auditory,Male,Yes,70.0,11.0,11.0,16.0,10.0,100.0,21:00,5:00,public transport
2286,1,No,None,Auditory,Female,Yes,70.0,13.0,9.0,16.0,8.0,97.0,21:30,5:30,public transport
2287,0,No,Arts,Auditory,Male,No,68.0,24.0,3.0,16.0,11.0,96.0,23:00,7:00,walk
2288,1,Yes,Clubs,Auditory,Female,No,77.0,18.0,2.0,16.0,10.0,95.0,21:00,5:00,public transport
2289,2,No,Arts,Auditory,Male,Yes,58.0,18.0,4.0,15.0,8.0,91.0,22:30,6:30,private transport
2290,2,No,Arts,Visual,Male,Yes,68.0,16.0,7.0,16.0,7.0,98.0,23:00,7:00,walk
2291,2,No,Clubs,Visual,Male,No,51.0,16.0,7.0,16.0,17.0,100.0,23:00,7:00,walk
2292,0,No,None,Auditory,Female,Yes,81.0,9.0,13.0,16.0,8.0,96.0,21:30,5:30,public transport
2293,0,No,Clubs,Visual,Male,Yes,59.0,10.0,10.0,16.0,16.0,93.0,22:00,6:00,private transport
2294,1,Yes,Clubs,Auditory,Female,No,49.0,3.0,22.0,16.0,7.0,98.0,21:00,5:00,public transport
2295,1,Yes,Sports,Visual,Female,Yes,83.0,8.0,9.0,16.0,7.0,98.0,21:30,5:30,public transport
2296,0,No,Sports,Auditory,Male,No,69.0,19.0,1.0,15.0,19.0,92.0,22:00,6:00,private transport
2297,1,No,None,Auditory,Female,Yes,67.0,26.0,2.0,16.0,10.0,100.0,22:00,6:00,private transport
2298,0,Yes,Clubs,Visual,Female,Yes,85.0,1.0,15.0,15.0,9.0,90.0,22:00,6:00,private transport
2299,0,Yes,None,Visual,Female,Yes,75.0,0.0,20.0,15.0,12.0,98.0,21:00,5:00,public transport
2300,0,No,Arts,Auditory,Female,Yes,90.0,7.0,15.0,15.0,8.0,94.0,22:00,6:00,private transport
2301,1,Yes,Clubs,Auditory,Female,Yes,71.0,13.0,8.0,15.0,9.0,96.0,23:00,7:00,walk
2302,1,No,Sports,Visual,Male,No,59.0,22.0,4.0,15.0,11.0,96.0,21:00,5:00,public transport
2303,1,No,Sports,Auditory,Female,No,47.0,7.0,18.0,15.0,7.0,97.0,22:00,6:00,private transport
2304,0,No,Arts,Visual,Male,Yes,90.0,21.0,2.0,15.0,6.0,93.0,22:00,6:00,private transport
2305,0,Yes,None,Auditory,Female,Yes,80.0,15.0,0.0,15.0,9.0,99.0,21:30,5:30,public transport
2306,1,Yes,Clubs,Auditory,Male,No,49.0,24.0,1.0,15.0,6.0,51.0,2:00,6:00,private transport
2307,2,No,Arts,Auditory,Female,Yes,68.0,2.0,17.0,15.0,19.0,93.0,23:00,7:00,walk
2308,1,No,None,Visual,Male,Yes,81.0,17.0,8.0,15.0,5.0,96.0,21:30,5:30,public transport
2309,1,No,None,Auditory,Male,Yes,64.0,20.0,8.0,15.0,15.0,97.0,22:30,6:30,private transport
2310,0,No,Clubs,Auditory,Male,No,68.0,10.0,10.0,15.0,11.0,93.0,22:00,6:00,private transport
2311,1,Yes,Sports,Auditory,Male,No,39.0,24.0,4.0,16.0,0.0,50.0,1:00,5:00,public transport
2312,0,Yes,Arts,Visual,Female,No,70.0,2.0,14.0,16.0,16.0,91.0,21:30,5:30,public transport
2313,2,No,Clubs,Auditory,Female,No,43.0,5.0,17.0,15.0,5.0,97.0,21:00,5:00,public transport
2314,1,Yes,Clubs,Auditory,Male,No,47.0,15.0,10.0,16.0,12.0,91.0,23:00,7:00,walk
2315,2,No,Arts,Auditory,Male,No,37.0,12.0,10.0,16.0,12.0,96.0,22:00,6:00,private transport
2316,2,No,Sports,Visual,Male,No,69.0,18.0,5.0,15.0,15.0,97.0,21:00,5:00,public transport
2317,2,No,Arts,Auditory,Female,Yes,59.0,3.0,17.0,15.0,11.0,93.0,22:30,6:30,private transport
2318,2,No,Clubs,Visual,Male,Yes,60.0,12.0,10.0,16.0,20.0,91.0,21:00,5:00,public transport
2319,1,Yes,Clubs,Auditory,Female,Yes,71.0,8.0,12.0,16.0,20.0,98.0,22:00,6:00,private transport
2320,1,Yes,None,Auditory,Male,Yes,85.0,10.0,12.0,16.0,7.0,92.0,23:00,7:00,walk
2321,1,No,Clubs,Auditory,Male,No,46.0,19.0,11.0,16.0,9.0,98.0,21:30,5:30,public transport
2322,1,No,Sports,Visual,Female,Yes,52.0,21.0,9.0,15.0,15.0,96.0,22:00,6:00,private transport
2323,2,No,Arts,Visual,Male,No,78.0,12.0,5.0,15.0,8.0,95.0,23:00,7:00,walk
2324,1,Yes,Arts,Visual,Female,No,56.0,16.0,11.0,15.0,8.0,96.0,21:00,5:00,public transport
2325,1,No,Arts,Auditory,Male,No,56.0,22.0,5.0,15.0,18.0,97.0,22:30,6:30,private transport
2326,0,No,Clubs,Visual,Female,No,78.0,5.0,19.0,16.0,8.0,91.0,21:30,5:30,public transport
2327,1,Yes,Arts,Visual,Female,No,45.0,21.0,9.0,16.0,5.0,95.0,21:00,5:00,public transport
2328,0,Yes,Arts,Auditory,Female,Yes,73.0,0.0,20.0,15.0,11.0,96.0,22:30,6:30,private transport
2329,0,Yes,None,Visual,Female,No,70.0,8.0,8.0,16.0,15.0,90.0,23:00,7:00,walk
2330,1,No,None,Visual,Female,No,54.0,21.0,9.0,15.0,15.0,92.0,21:30,5:30,public transport
2331,0,Yes,Arts,Visual,Male,Yes,82.0,14.0,3.0,16.0,9.0,98.0,23:00,7:00,walk
2332,0,No,Arts,Visual,Female,Yes,93.0,0.0,18.0,15.0,10.0,94.0,21:30,5:30,public transport
2333,0,No,Arts,Auditory,Female,Yes,71.0,7.0,14.0,16.0,5.0,97.0,21:00,5:00,public transport
2334,0,No,Arts,Visual,Female,Yes,77.0,9.0,19.0,16.0,7.0,93.0,21:30,5:30,public transport
2335,0,Yes,Clubs,Visual,Male,No,74.0,10.0,8.0,15.0,15.0,96.0,23:00,7:00,walk
2336,1,Yes,Arts,Visual,Female,No,57.0,7.0,20.0,16.0,13.0,98.0,21:00,5:00,public transport
2337,0,Yes,Sports,Visual,Male,Yes,71.0,14.0,2.0,16.0,20.0,97.0,22:30,6:30,private transport
2338,2,No,Arts,Visual,Male,Yes,73.0,13.0,6.0,15.0,17.0,91.0,22:00,6:00,private transport
2339,1,Yes,Arts,Auditory,Female,Yes,79.0,8.0,9.0,15.0,8.0,100.0,21:00,5:00,public transport
2340,0,No,Clubs,Auditory,Male,No,68.0,11.0,9.0,15.0,16.0,95.0,22:30,6:30,private transport
2341,2,Yes,None,Visual,Male,Yes,76.0,17.0,1.0,15.0,7.0,93.0,23:00,7:00,walk
2342,1,No,Clubs,Auditory,Female,Yes,59.0,3.0,28.0,15.0,18.0,96.0,21:30,5:30,public transport
2343,1,No,None,Visual,Male,Yes,49.0,24.0,1.0,16.0,11.0,93.0,22:00,5:00,public transport
2344,2,No,Arts,Auditory,Male,Yes,55.0,22.0,0.0,15.0,10.0,95.0,22:30,6:30,private transport
2345,2,No,Sports,Auditory,Male,No,53.0,15.0,5.0,16.0,16.0,96.0,22:30,6:30,private transport
2346,0,No,None,Visual,Male,No,94.0,14.0,9.0,15.0,7.0,96.0,22:30,6:30,private transport
2347,2,No,Sports,Auditory,Female,No,48.0,12.0,7.0,16.0,8.0,63.0,2:00,7:00,walk
2348,1,Yes,None,Visual,Female,Yes,86.0,17.0,0.0,16.0,10.0,92.0,22:00,6:00,private transport
2349,1,Yes,Clubs,Auditory,Female,Yes,45.0,5.0,25.0,16.0,14.0,44.0,2:00,6:00,private transport
2350,0,No,Sports,Visual,Male,No,60.0,17.0,3.0,16.0,7.0,98.0,22:30,6:30,private transport
2351,0,Yes,None,Visual,Male,Yes,90.0,11.0,5.0,16.0,8.0,92.0,22:30,6:30,private transport
2352,2,Yes,Clubs,Visual,Male,Yes,83.0,15.0,3.0,15.0,8.0,93.0,21:00,5:00,public transport
2353,2,No,Arts,Auditory,Male,No,57.0,11.0,9.0,16.0,13.0,94.0,23:00,7:00,walk
2354,0,No,Sports,Auditory,Female,No,58.0,15.0,7.0,15.0,8.0,99.0,23:00,7:00,walk
2355,0,No,Clubs,Auditory,Male,Yes,68.0,17.0,6.0,15.0,13.0,99.0,22:00,6:00,private transport
2356,1,No,Sports,Auditory,Male,Yes,59.0,10.0,21.0,15.0,18.0,91.0,23:30,6:30,private transport
2357,2,No,Sports,Visual,Male,No,51.0,15.0,8.0,15.0,19.0,91.0,22:00,5:00,public transport
2358,0,No,Arts,Auditory,Female,Yes,71.0,16.0,5.0,15.0,20.0,98.0,22:00,6:00,private transport
2359,2,No,Sports,Auditory,Female,No,41.0,18.0,4.0,16.0,9.0,71.0,23:30,6:30,private transport
2360,0,No,Sports,Auditory,Female,No,68.0,24.0,3.0,16.0,10.0,94.0,21:30,5:30,public transport
2361,1,No,Sports,Visual,Female,Yes,78.0,6.0,19.0,15.0,7.0,96.0,21:30,5:30,public transport
2362,2,No,Arts,Auditory,Female,No,58.0,6.0,14.0,15.0,13.0,96.0,23:00,7:00,walk
2363,2,No,None,Auditory,Male,Yes,61.0,10.0,10.0,15.0,19.0,97.0,22:30,6:30,private transport
2364,0,Yes,None,Auditory,Female,No,78.0,2.0,19.0,15.0,8.0,94.0,23:00,7:00,walk
2365,0,No,None,Auditory,Female,Yes,95.0,15.0,7.0,16.0,7.0,98.0,21:30,5:30,public transport
2366,1,No,Arts,Visual,Female,Yes,52.0,20.0,10.0,16.0,8.0,91.0,22:30,6:30,private transport
2367,1,No,Clubs,Visual,Male,Yes,64.0,15.0,13.0,15.0,17.0,99.0,23:00,7:00,walk
2368,0,No,Sports,Auditory,Male,Yes,78.0,16.0,5.0,15.0,6.0,94.0,21:30,5:30,public transport
2369,1,Yes,Sports,Auditory,Male,No,85.0,15.0,7.0,16.0,8.0,93.0,23:00,6:00,private transport
2370,1,No,Arts,Auditory,Female,Yes,62.0,1.0,27.0,15.0,11.0,99.0,21:30,5:30,public transport
2371,1,Yes,Sports,Auditory,Male,Yes,80.0,13.0,4.0,15.0,8.0,97.0,21:30,5:30,public transport
2372,1,Yes,Arts,Visual,Female,No,42.0,21.0,9.0,16.0,2.0,54.0,2:00,6:00,private transport
2373,1,Yes,Clubs,Visual,Female,No,47.0,20.0,10.0,15.0,9.0,98.0,22:30,6:30,private transport
2374,1,No,Clubs,Visual,Male,Yes,47.0,30.0,0.0,15.0,12.0,93.0,22:30,6:30,private transport
2375,1,Yes,None,Auditory,Female,Yes,82.0,15.0,6.0,15.0,9.0,97.0,22:30,6:30,private transport
2376,2,No,None,Auditory,Female,Yes,68.0,5.0,18.0,15.0,7.0,96.0,21:00,5:00,public transport
2377,1,No,Clubs,Auditory,Male,Yes,59.0,17.0,11.0,15.0,15.0,99.0,21:30,5:30,public transport
2378,0,No,Arts,Auditory,Female,Yes,58.0,26.0,1.0,16.0,5.0,99.0,21:00,5:00,public transport
2379,0,Yes,Sports,Auditory,Female,Yes,79.0,13.0,7.0,16.0,8.0,97.0,23:00,7:00,walk
2380,1,Yes,Sports,Auditory,Female,Yes,79.0,9.0,8.0,16.0,8.0,99.0,21:00,5:00,public transport
2381,2,No,Clubs,Auditory,Male,Yes,68.0,19.0,0.0,15.0,14.0,92.0,23:00,7:00,walk
2382,1,Yes,Arts,Auditory,Male,No,54.0,12.0,13.0,16.0,6.0,98.0,23:00,7:00,walk
2383,0,Yes,Sports,Auditory,Female,No,76.0,18.0,1.0,15.0,17.0,97.0,21:00,5:00,public transport
2384,1,Yes,Sports,Visual,Female,No,57.0,12.0,15.0,16.0,10.0,99.0,23:00,7:00,walk
2385,0,No,Clubs,Auditory,Male,Yes,91.0,21.0,0.0,16.0,7.0,97.0,21:30,5:30,public transport
2386,1,Yes,Arts,Visual,Female,Yes,95.0,0.0,21.0,15.0,9.0,93.0,21:30,5:30,public transport
2387,2,No,Sports,Auditory,Female,Yes,57.0,2.0,17.0,16.0,5.0,98.0,21:30,5:30,public transport
2388,2,No,Sports,Auditory,Male,Yes,62.0,10.0,12.0,15.0,16.0,97.0,22:00,6:00,private transport
2389,1,No,Arts,Auditory,Male,Yes,57.0,25.0,6.0,15.0,10.0,98.0,23:00,7:00,walk
2390,1,No,Clubs,Auditory,Female,Yes,65.0,7.0,21.0,16.0,18.0,97.0,23:00,7:00,walk
2391,2,No,Sports,Auditory,Male,Yes,59.0,11.0,9.0,16.0,10.0,99.0,21:00,5:00,public transport
2392,2,No,Clubs,Auditory,Male,Yes,68.0,14.0,5.0,15.0,12.0,92.0,23:00,7:00,walk
2393,0,No,None,Auditory,Female,No,93.0,0.0,21.0,16.0,10.0,99.0,23:00,7:00,walk
2394,0,No,None,Auditory,Male,No,77.0,17.0,4.0,15.0,8.0,93.0,22:00,6:00,private transport
2395,0,No,Clubs,Auditory,Female,No,56.0,15.0,7.0,15.0,12.0,93.0,21:30,5:30,public transport
2396,1,Yes,Arts,Auditory,Female,No,49.0,23.0,2.0,16.0,8.0,52.0,3:00,7:00,walk
2397,0,Yes,None,Auditory,Female,Yes,80.0,0.0,21.0,16.0,6.0,90.0,21:00,5:00,public transport
2398,1,No,Clubs,Auditory,Male,Yes,60.0,18.0,4.0,15.0,18.0,90.0,21:00,5:00,public transport
2399,1,No,Arts,Auditory,Male,Yes,53.0,16.0,14.0,15.0,9.0,98.0,21:00,5:00,public transport
2400,2,No,Clubs,Auditory,Female,Yes,58.0,3.0,15.0,15.0,18.0,90.0,22:00,6:00,private transport
2401,1,No,Sports,Visual,Female,No,48.0,0.0,24.0,16.0,13.0,92.0,0:00,7:00,walk
2402,1,No,Clubs,Auditory,Male,No,53.0,14.0,17.0,16.0,6.0,92.0,21:00,5:00,public transport
2403,2,No,Clubs,Visual,Female,Yes,58.0,2.0,16.0,16.0,6.0,95.0,22:30,6:30,private transport
2404,0,No,None,Visual,Female,Yes,93.0,21.0,2.0,16.0,6.0,94.0,21:30,5:30,public transport
2405,2,No,Sports,Auditory,Male,Yes,58.0,21.0,1.0,16.0,7.0,95.0,22:30,6:30,private transport
2406,2,Yes,Clubs,Auditory,Male,No,44.0,20.0,3.0,15.0,2.0,99.0,21:30,5:30,public transport
2407,2,No,Sports,Auditory,Male,Yes,50.0,22.0,0.0,16.0,19.0,94.0,21:30,5:30,public transport
2408,1,Yes,Arts,Visual,Male,No,62.0,24.0,3.0,16.0,9.0,95.0,22:30,6:30,private transport
2409,2,No,None,Visual,Male,Yes,72.0,15.0,7.0,15.0,14.0,93.0,23:00,7:00,walk
2410,1,No,Clubs,Visual,Female,No,55.0,6.0,24.0,16.0,16.0,99.0,21:30,5:30,public transport
2411,2,No,Clubs,Auditory,Male,No,49.0,21.0,1.0,16.0,6.0,100.0,23:00,7:00,walk
2412,1,No,Arts,Auditory,Male,Yes,59.0,27.0,0.0,15.0,6.0,97.0,21:30,5:30,public transport
2413,1,No,Sports,Auditory,Male,No,48.0,17.0,8.0,16.0,10.0,94.0,21:30,5:30,public transport
2414,1,No,Arts,Visual,Male,No,48.0,17.0,13.0,15.0,13.0,85.0,22:30,5:30,public transport
2415,0,Yes,Sports,Auditory,Female,Yes,73.0,10.0,5.0,15.0,12.0,99.0,23:00,7:00,walk
2416,2,No,Sports,Auditory,Female,Yes,58.0,0.0,18.0,15.0,10.0,90.0,22:00,6:00,private transport
2417,1,No,None,Visual,Female,Yes,61.0,6.0,22.0,15.0,18.0,98.0,22:00,6:00,private transport
2418,1,No,Arts,Visual,Male,Yes,59.0,15.0,13.0,15.0,8.0,90.0,22:30,6:30,private transport
2419,1,No,Clubs,Auditory,Male,Yes,69.0,24.0,4.0,16.0,16.0,91.0,22:30,6:30,private transport
2420,1,No,Sports,Auditory,Female,Yes,62.0,27.0,1.0,16.0,9.0,93.0,22:00,6:00,private transport
2421,0,No,Arts,Auditory,Male,No,55.0,21.0,1.0,16.0,15.0,91.0,22:00,6:00,private transport
2422,0,No,Sports,Auditory,Female,No,57.0,13.0,8.0,15.0,9.0,93.0,21:00,5:00,public transport
2423,2,No,Sports,Auditory,Female,Yes,77.0,20.0,1.0,15.0,8.0,91.0,21:30,5:30,public transport
2424,1,Yes,Arts,Auditory,Female,Yes,82.0,6.0,16.0,16.0,7.0,92.0,22:30,5:30,public transport
2425,0,Yes,Sports,Visual,Male,Yes,87.0,13.0,4.0,16.0,6.0,91.0,21:30,5:30,public transport
2426,0,No,Arts,Visual,Male,Yes,66.0,13.0,7.0,16.0,15.0,95.0,23:00,7:00,walk
2427,2,Yes,None,Visual,Female,No,39.0,16.0,8.0,16.0,11.0,92.0,21:00,5:00,public transport
2428,1,No,Arts,Visual,Female,Yes,78.0,10.0,15.0,16.0,8.0,98.0,23:00,7:00,walk
2429,0,No,Arts,Visual,Male,Yes,87.0,13.0,10.0,15.0,7.0,95.0,23:00,7:00,walk
2430,2,No,None,Visual,Male,No,69.0,21.0,1.0,15.0,9.0,96.0,22:00,6:00,private transport
2431,2,No,None,Auditory,Female,Yes,53.0,21.0,1.0,15.0,15.0,99.0,22:00,6:00,private transport
2432,2,No,Arts,Visual,Male,Yes,68.0,20.0,3.0,16.0,13.0,91.0,22:30,6:30,private transport
2433,0,No,Arts,Visual,Male,Yes,59.0,15.0,12.0,15.0,17.0,93.0,22:30,6:30,private transport
2434,2,No,Sports,Visual,Female,Yes,80.0,5.0,12.0,15.0,7.0,98.0,21:00,5:00,public transport
2435,0,Yes,None,Visual,Male,Yes,83.0,16.0,2.0,15.0,6.0,100.0,23:00,7:00,walk
2436,1,Yes,Arts,Visual,Male,No,57.0,24.0,3.0,15.0,18.0,93.0,22:00,6:00,private transport
2437,1,No,Arts,Auditory,Male,Yes,65.0,19.0,9.0,16.0,11.0,95.0,22:30,6:30,private transport
2438,0,No,None,Auditory,Female,No,69.0,16.0,6.0,16.0,12.0,94.0,23:00,7:00,walk
2439,0,No,None,Auditory,Female,Yes,94.0,19.0,2.0,15.0,7.0,96.0,23:00,7:00,walk
2440,1,No,None,Auditory,Female,Yes,66.0,14.0,8.0,15.0,12.0,95.0,22:30,6:30,private transport
2441,0,Yes,None,Auditory,Male,Yes,73.0,13.0,2.0,16.0,14.0,93.0,23:00,7:00,walk
2442,2,No,None,Auditory,Female,Yes,78.0,13.0,8.0,16.0,6.0,95.0,23:00,7:00,walk
2443,0,Yes,Arts,Auditory,Male,No,82.0,21.0,0.0,16.0,8.0,96.0,21:30,5:30,public transport
2444,0,No,None,Auditory,Female,No,93.0,13.0,12.0,15.0,5.0,91.0,21:30,5:30,public transport
2445,1,No,Arts,Auditory,Female,No,42.0,0.0,28.0,16.0,3.0,100.0,22:30,6:30,private transport
2446,0,No,Sports,Auditory,Female,Yes,65.0,7.0,20.0,15.0,8.0,92.0,21:00,5:00,public transport
2447,1,Yes,Arts,Auditory,Female,Yes,81.0,14.0,3.0,15.0,10.0,96.0,21:00,5:00,public transport
2448,0,Yes,None,Auditory,Male,No,82.0,16.0,5.0,15.0,6.0,100.0,22:30,6:30,private transport
2449,1,No,Arts,Visual,Male,No,50.0,26.0,4.0,15.0,5.0,56.0,0:00,5:00,public transport
2450,0,Yes,None,Visual,Female,Yes,67.0,1.0,15.0,15.0,16.0,94.0,21:00,5:00,public transport
2451,2,No,Arts,Auditory,Female,No,50.0,18.0,4.0,16.0,13.0,97.0,22:00,6:00,private transport
2452,0,Yes,Arts,Visual,Female,Yes,86.0,14.0,2.0,16.0,7.0,97.0,21:30,5:30,public transport
2453,2,Yes,None,Visual,Male,Yes,87.0,13.0,5.0,15.0,9.0,95.0,22:30,6:30,private transport
2454,0,No,Arts,Visual,Female,Yes,52.0,7.0,13.0,16.0,17.0,99.0,23:00,7:00,walk
2455,1,Yes,None,Auditory,Male,Yes,72.0,20.0,1.0,15.0,17.0,92.0,23:00,7:00,walk
2456,0,No,None,Visual,Female,Yes,94.0,21.0,2.0,15.0,8.0,95.0,21:00,5:00,public transport
2457,1,No,Clubs,Auditory,Male,No,46.0,15.0,15.0,15.0,3.0,99.0,23:00,7:00,walk
2458,1,No,Clubs,Auditory,Male,No,62.0,13.0,15.0,15.0,20.0,96.0,21:30,5:30,public transport
